"지역별(1)","지역별(2)","지역별(3)",상품군별(1),상품군별(2),판매유형별(1),2014.1/4,2019.4/4,2024.2/4 p),2019,2020,2021,2022,2023
"북미","소계","소계",의류 및 패션 관련 상품,소계,계,-,-,25470,-,-,-,-,88035
"북미","소계","소계",의류 및 패션 관련 상품,소계,면세점,-,-,168,-,-,-,-,340
"북미","소계","소계",의류 및 패션 관련 상품,소계,면세점 이외,-,-,25302,-,-,-,-,87695
"북미","소계","소계",스포츠·레저용품,소계,계,-,-,230,-,-,-,-,1102
"북미","소계","소계",스포츠·레저용품,소계,면세점,-,-,0,-,-,-,-,0
"북미","소계","소계",스포츠·레저용품,소계,면세점 이외,-,-,230,-,-,-,-,1102
"북미","소계","소계",화장품,소계,계,-,-,20061,-,-,-,-,54327
"북미","소계","소계",화장품,소계,면세점,-,-,1014,-,-,-,-,2597
"북미","소계","소계",화장품,소계,면세점 이외,-,-,19047,-,-,-,-,51730
"북미","소계","소계",아동·유아용품,소계,계,-,-,285,-,-,-,-,1620
"북미","소계","소계",아동·유아용품,소계,면세점,-,-,0,-,-,-,-,0
"북미","소계","소계",아동·유아용품,소계,면세점 이외,-,-,285,-,-,-,-,1620
"북미","소계","소계",음·식료품,소계,계,-,-,1886,-,-,-,-,7199
"북미","소계","소계",음·식료품,소계,면세점,-,-,197,-,-,-,-,432
"북미","소계","소계",음·식료품,소계,면세점 이외,-,-,1689,-,-,-,-,6767
"북미","소계","소계",농축수산물,소계,계,-,-,8,-,-,-,-,32
"북미","소계","소계",농축수산물,소계,면세점,-,-,0,-,-,-,-,0
"북미","소계","소계",농축수산물,소계,면세점 이외,-,-,8,-,-,-,-,32
"북미","소계","소계",생활·자동차용품,소계,계,-,-,3164,-,-,-,-,7403
"북미","소계","소계",생활·자동차용품,소계,면세점,-,-,1,-,-,-,-,0
"북미","소계","소계",생활·자동차용품,소계,면세점 이외,-,-,3163,-,-,-,-,7403
"북미","소계","소계",기 타,소계,계,-,-,9742,-,-,-,-,28505
"북미","소계","소계",기 타,소계,면세점,-,-,0,-,-,-,-,0
"북미","소계","소계",기 타,소계,면세점 이외,-,-,9742,-,-,-,-,28505
"북미","미국","소계",합계,소계,계,25773,54054,80956,195524,256569,275283,213205,243362
"북미","미국","소계",합계,소계,면세점,-,1481,1416,8907,1185,2013,931,3368
"북미","미국","소계",합계,소계,면세점 이외,-,52573,79540,186617,255384,273270,212274,239994
"북미","미국","소계",컴퓨터 및 주변기기,소계,계,2216,1383,9463,5742,6057,6602,3854,4529
"북미","미국","소계",컴퓨터 및 주변기기,소계,면세점,-,0,0,0,0,0,0,0
"북미","미국","소계",컴퓨터 및 주변기기,소계,면세점 이외,-,1383,9463,5742,6057,6602,3854,4529
"북미","미국","소계",가전·전자·통신기기,소계,계,2875,1787,1451,8635,10123,7245,2152,3293
"북미","미국","소계",가전·전자·통신기기,소계,면세점,-,49,61,338,20,10,10,86
"북미","미국","소계",가전·전자·통신기기,소계,면세점 이외,-,1738,1390,8297,10103,7235,2142,3207
"북미","미국","소계",가전·전자·통신기기,가전·전자,계,-,-,1416,-,-,-,-,3010
"북미","미국","소계",가전·전자·통신기기,가전·전자,면세점,-,-,56,-,-,-,-,85
"북미","미국","소계",가전·전자·통신기기,가전·전자,면세점 이외,-,-,1360,-,-,-,-,2925
"북미","미국","소계",가전·전자·통신기기,통신기기,계,-,-,35,-,-,-,-,283
"북미","미국","소계",가전·전자·통신기기,통신기기,면세점,-,-,5,-,-,-,-,1
"북미","미국","소계",가전·전자·통신기기,통신기기,면세점 이외,-,-,30,-,-,-,-,282
"북미","미국","소계",소프트웨어,소계,계,47,338,27,700,865,866,493,581
"북미","미국","소계",소프트웨어,소계,면세점,-,0,0,0,0,0,0,0
"북미","미국","소계",소프트웨어,소계,면세점 이외,-,338,27,700,865,866,493,581
"북미","미국","소계",서 적,소계,계,962,1720,970,8138,9709,6726,5669,5376
"북미","미국","소계",서 적,소계,면세점,-,0,0,0,0,0,0,0
"북미","미국","소계",서 적,소계,면세점 이외,-,1720,970,8138,9709,6726,5669,5376
"북미","미국","소계",사무·문구,소계,계,25,101,2266,454,398,3439,2894,2651
"북미","미국","소계",사무·문구,소계,면세점,-,0,1,0,0,0,1,0
"북미","미국","소계",사무·문구,소계,면세점 이외,-,101,2265,454,398,3439,2893,2651
"북미","미국","소계",음반·비디오·악기,소계,계,787,4786,7515,19596,32919,41892,29813,42669
"북미","미국","소계",음반·비디오·악기,소계,면세점,-,0,0,0,0,0,0,0
"북미","미국","소계",음반·비디오·악기,소계,면세점 이외,-,4786,7515,19596,32919,41892,29813,42669
"북미","미국","소계",의류 및 패션 관련 상품,소계,계,9810,16161,25137,55536,82207,96044,86694,86764
"북미","미국","소계",의류 및 패션 관련 상품,소계,면세점,-,91,168,411,53,59,116,333
"북미","미국","소계",의류 및 패션 관련 상품,소계,면세점 이외,-,16070,24969,55125,82154,95985,86578,86431
"북미","미국","소계",스포츠·레저용품,소계,계,573,864,221,6768,5862,4952,1696,1068
"북미","미국","소계",스포츠·레저용품,소계,면세점,-,0,0,4,0,0,0,0
"북미","미국","소계",스포츠·레저용품,소계,면세점 이외,-,864,221,6764,5862,4952,1696,1068
"북미","미국","소계",화장품,소계,계,3740,13494,19075,49620,50509,41815,33724,52539
"북미","미국","소계",화장품,소계,면세점,-,1271,1004,7834,1063,1855,548,2561
"북미","미국","소계",화장품,소계,면세점 이외,-,12223,18071,41786,49446,39960,33176,49978
"북미","미국","소계",아동·유아용품,소계,계,583,1928,280,5598,4934,6434,1993,1581
"북미","미국","소계",아동·유아용품,소계,면세점,-,0,0,0,0,0,0,0
"북미","미국","소계",아동·유아용품,소계,면세점 이외,-,1928,280,5598,4934,6434,1993,1581
"북미","미국","소계",음·식료품,소계,계,381,424,1764,1675,2755,3913,4969,7002
"북미","미국","소계",음·식료품,소계,면세점,-,70,181,318,49,89,256,388
"북미","미국","소계",음·식료품,소계,면세점 이외,-,354,1583,1357,2706,3824,4713,6614
"북미","미국","소계",농축수산물,소계,계,94,2,8,13,33,20,44,32
"북미","미국","소계",농축수산물,소계,면세점,-,0,0,0,0,0,0,0
"북미","미국","소계",농축수산물,소계,면세점 이외,-,2,8,13,33,20,44,32
"북미","미국","소계",생활·자동차용품,소계,계,1931,3713,3090,11706,11467,9693,4289,7312
"북미","미국","소계",생활·자동차용품,소계,면세점,-,0,1,2,0,0,0,0
"북미","미국","소계",생활·자동차용품,소계,면세점 이외,-,3713,3089,11704,11467,9693,4289,7312
"북미","미국","소계",기 타,소계,계,1749,7353,9689,21343,38731,45645,34923,27965
"북미","미국","소계",기 타,소계,면세점,-,0,0,0,0,0,0,0
"북미","미국","소계",기 타,소계,면세점 이외,-,7353,9689,21343,38731,45645,34923,27965
"북미","캐나다","소계",합계,소계,계,-,-,2993,-,-,-,-,6958
"북미","캐나다","소계",합계,소계,면세점,-,-,30,-,-,-,-,102
"북미","캐나다","소계",합계,소계,면세점 이외,-,-,2963,-,-,-,-,6856
"북미","캐나다","소계",컴퓨터 및 주변기기,소계,계,-,-,645,-,-,-,-,394
"북미","캐나다","소계",컴퓨터 및 주변기기,소계,면세점,-,-,0,-,-,-,-,0
"북미","캐나다","소계",컴퓨터 및 주변기기,소계,면세점 이외,-,-,645,-,-,-,-,394
"북미","캐나다","소계",가전·전자·통신기기,소계,계,-,-,34,-,-,-,-,194
"북미","캐나다","소계",가전·전자·통신기기,소계,면세점,-,-,4,-,-,-,-,15
"북미","캐나다","소계",가전·전자·통신기기,소계,면세점 이외,-,-,30,-,-,-,-,179
"북미","캐나다","소계",가전·전자·통신기기,가전·전자,계,-,-,33,-,-,-,-,152
"북미","캐나다","소계",가전·전자·통신기기,가전·전자,면세점,-,-,3,-,-,-,-,2
"북미","캐나다","소계",가전·전자·통신기기,가전·전자,면세점 이외,-,-,30,-,-,-,-,150
"북미","캐나다","소계",가전·전자·통신기기,통신기기,계,-,-,1,-,-,-,-,42
"북미","캐나다","소계",가전·전자·통신기기,통신기기,면세점,-,-,1,-,-,-,-,13
"북미","캐나다","소계",가전·전자·통신기기,통신기기,면세점 이외,-,-,0,-,-,-,-,29
"북미","캐나다","소계",소프트웨어,소계,계,-,-,0,-,-,-,-,2
"북미","캐나다","소계",소프트웨어,소계,면세점,-,-,0,-,-,-,-,0
"북미","캐나다","소계",소프트웨어,소계,면세점 이외,-,-,0,-,-,-,-,2
"북미","캐나다","소계",서 적,소계,계,-,-,41,-,-,-,-,324
"북미","캐나다","소계",서 적,소계,면세점,-,-,0,-,-,-,-,0
"북미","캐나다","소계",서 적,소계,면세점 이외,-,-,41,-,-,-,-,324
"북미","캐나다","소계",사무·문구,소계,계,-,-,131,-,-,-,-,126
"북미","캐나다","소계",사무·문구,소계,면세점,-,-,0,-,-,-,-,0
"북미","캐나다","소계",사무·문구,소계,면세점 이외,-,-,131,-,-,-,-,126
"북미","캐나다","소계",음반·비디오·악기,소계,계,-,-,560,-,-,-,-,1958
"북미","캐나다","소계",음반·비디오·악기,소계,면세점,-,-,0,-,-,-,-,0
"북미","캐나다","소계",음반·비디오·악기,소계,면세점 이외,-,-,560,-,-,-,-,1958
"북미","캐나다","소계",의류 및 패션 관련 상품,소계,계,-,-,333,-,-,-,-,1271
"북미","캐나다","소계",의류 및 패션 관련 상품,소계,면세점,-,-,0,-,-,-,-,7
"북미","캐나다","소계",의류 및 패션 관련 상품,소계,면세점 이외,-,-,333,-,-,-,-,1264
"북미","캐나다","소계",스포츠·레저용품,소계,계,-,-,9,-,-,-,-,34
"북미","캐나다","소계",스포츠·레저용품,소계,면세점,-,-,0,-,-,-,-,0
"북미","캐나다","소계",스포츠·레저용품,소계,면세점 이외,-,-,9,-,-,-,-,34
"북미","캐나다","소계",화장품,소계,계,-,-,986,-,-,-,-,1788
"북미","캐나다","소계",화장품,소계,면세점,-,-,10,-,-,-,-,36
"북미","캐나다","소계",화장품,소계,면세점 이외,-,-,976,-,-,-,-,1752
"북미","캐나다","소계",아동·유아용품,소계,계,-,-,5,-,-,-,-,39
"북미","캐나다","소계",아동·유아용품,소계,면세점,-,-,0,-,-,-,-,0
"북미","캐나다","소계",아동·유아용품,소계,면세점 이외,-,-,5,-,-,-,-,39
"북미","캐나다","소계",음·식료품,소계,계,-,-,122,-,-,-,-,197
"북미","캐나다","소계",음·식료품,소계,면세점,-,-,16,-,-,-,-,44
"북미","캐나다","소계",음·식료품,소계,면세점 이외,-,-,106,-,-,-,-,153
"북미","캐나다","소계",농축수산물,소계,계,-,-,0,-,-,-,-,0
"북미","캐나다","소계",농축수산물,소계,면세점,-,-,0,-,-,-,-,0
"북미","캐나다","소계",농축수산물,소계,면세점 이외,-,-,0,-,-,-,-,0
"북미","캐나다","소계",생활·자동차용품,소계,계,-,-,74,-,-,-,-,91
"북미","캐나다","소계",생활·자동차용품,소계,면세점,-,-,0,-,-,-,-,0
"북미","캐나다","소계",생활·자동차용품,소계,면세점 이외,-,-,74,-,-,-,-,91
"북미","캐나다","소계",기 타,소계,계,-,-,53,-,-,-,-,540
"북미","캐나다","소계",기 타,소계,면세점,-,-,0,-,-,-,-,0
"북미","캐나다","소계",기 타,소계,면세점 이외,-,-,53,-,-,-,-,540
"유럽","소계","소계",합계,소계,계,-,-,12246,-,-,-,-,39074
"유럽","소계","소계",합계,소계,면세점,-,-,72,-,-,-,-,520
"유럽","소계","소계",합계,소계,면세점 이외,-,-,12174,-,-,-,-,38554
"유럽","소계","소계",컴퓨터 및 주변기기,소계,계,-,-,6137,-,-,-,-,6147
"유럽","소계","소계",컴퓨터 및 주변기기,소계,면세점,-,-,0,-,-,-,-,0
"유럽","소계","소계",컴퓨터 및 주변기기,소계,면세점 이외,-,-,6137,-,-,-,-,6147
"유럽","소계","소계",가전·전자·통신기기,소계,계,-,-,355,-,-,-,-,1514
"유럽","소계","소계",가전·전자·통신기기,소계,면세점,-,-,5,-,-,-,-,16
"유럽","소계","소계",가전·전자·통신기기,소계,면세점 이외,-,-,350,-,-,-,-,1498
"유럽","소계","소계",가전·전자·통신기기,가전·전자,계,-,-,217,-,-,-,-,1093
"유럽","소계","소계",가전·전자·통신기기,가전·전자,면세점,-,-,5,-,-,-,-,10
"유럽","소계","소계",가전·전자·통신기기,가전·전자,면세점 이외,-,-,212,-,-,-,-,1083
"유럽","소계","소계",가전·전자·통신기기,통신기기,계,-,-,138,-,-,-,-,421
"유럽","소계","소계",가전·전자·통신기기,통신기기,면세점,-,-,0,-,-,-,-,6
"유럽","소계","소계",가전·전자·통신기기,통신기기,면세점 이외,-,-,138,-,-,-,-,415
"유럽","소계","소계",소프트웨어,소계,계,-,-,0,-,-,-,-,7
"유럽","소계","소계",소프트웨어,소계,면세점,-,-,0,-,-,-,-,0
"유럽","소계","소계",소프트웨어,소계,면세점 이외,-,-,0,-,-,-,-,7
"유럽","소계","소계",서 적,소계,계,-,-,106,-,-,-,-,891
"유럽","소계","소계",서 적,소계,면세점,-,-,0,-,-,-,-,0
"유럽","소계","소계",서 적,소계,면세점 이외,-,-,106,-,-,-,-,891
"유럽","소계","소계",사무·문구,소계,계,-,-,842,-,-,-,-,281
"유럽","소계","소계",사무·문구,소계,면세점,-,-,0,-,-,-,-,0
"유럽","소계","소계",사무·문구,소계,면세점 이외,-,-,842,-,-,-,-,281
"유럽","소계","소계",음반·비디오·악기,소계,계,-,-,1602,-,-,-,-,22434
"유럽","소계","소계",음반·비디오·악기,소계,면세점,-,-,0,-,-,-,-,0
"유럽","소계","소계",음반·비디오·악기,소계,면세점 이외,-,-,1602,-,-,-,-,22434
"유럽","소계","소계",의류 및 패션 관련 상품,소계,계,-,-,1208,-,-,-,-,3529
"유럽","소계","소계",의류 및 패션 관련 상품,소계,면세점,-,-,12,-,-,-,-,116
"유럽","소계","소계",의류 및 패션 관련 상품,소계,면세점 이외,-,-,1196,-,-,-,-,3413
"유럽","소계","소계",스포츠·레저용품,소계,계,-,-,23,-,-,-,-,468
"유럽","소계","소계",스포츠·레저용품,소계,면세점,-,-,0,-,-,-,-,0
"유럽","소계","소계",스포츠·레저용품,소계,면세점 이외,-,-,23,-,-,-,-,468
"유럽","소계","소계",화장품,소계,계,-,-,1404,-,-,-,-,2508
"유럽","소계","소계",화장품,소계,면세점,-,-,47,-,-,-,-,346
"유럽","소계","소계",화장품,소계,면세점 이외,-,-,1357,-,-,-,-,2162
"유럽","소계","소계",아동·유아용품,소계,계,-,-,70,-,-,-,-,194
"유럽","소계","소계",아동·유아용품,소계,면세점,-,-,0,-,-,-,-,0
"유럽","소계","소계",아동·유아용품,소계,면세점 이외,-,-,70,-,-,-,-,194
"유럽","소계","소계",음·식료품,소계,계,-,-,27,-,-,-,-,134
"유럽","소계","소계",음·식료품,소계,면세점,-,-,8,-,-,-,-,42
"유럽","소계","소계",음·식료품,소계,면세점 이외,-,-,19,-,-,-,-,92
"유럽","소계","소계",농축수산물,소계,계,-,-,0,-,-,-,-,0
"유럽","소계","소계",농축수산물,소계,면세점,-,-,0,-,-,-,-,0
"유럽","소계","소계",농축수산물,소계,면세점 이외,-,-,0,-,-,-,-,0
"유럽","소계","소계",생활·자동차용품,소계,계,-,-,123,-,-,-,-,174
"유럽","소계","소계",생활·자동차용품,소계,면세점,-,-,0,-,-,-,-,0
"유럽","소계","소계",생활·자동차용품,소계,면세점 이외,-,-,123,-,-,-,-,174
"유럽","소계","소계",기 타,소계,계,-,-,349,-,-,-,-,793
"유럽","소계","소계",기 타,소계,면세점,-,-,0,-,-,-,-,0
"유럽","소계","소계",기 타,소계,면세점 이외,-,-,349,-,-,-,-,793
"유럽","유럽연합+영국","소계",합계,소계,계,7023,12686,11421,40163,40842,31694,17615,36091
"유럽","유럽연합+영국","소계",합계,소계,면세점,-,206,67,1155,977,44,71,121
"유럽","유럽연합+영국","소계",합계,소계,면세점 이외,-,12480,11354,39008,39865,31650,17544,35970
"유럽","유럽연합+영국","소계",컴퓨터 및 주변기기,소계,계,741,617,5829,2478,1910,1359,3166,5984
"유럽","유럽연합+영국","소계",컴퓨터 및 주변기기,소계,면세점,-,0,0,0,0,0,0,0
"유럽","유럽연합+영국","소계",컴퓨터 및 주변기기,소계,면세점 이외,-,617,5829,2478,1910,1359,3166,5984
"유럽","유럽연합+영국","소계",가전·전자·통신기기,소계,계,1532,2058,354,3680,3041,1798,436,1484
"유럽","유럽연합+영국","소계",가전·전자·통신기기,소계,면세점,-,7,5,21,1,0,1,9
"유럽","유럽연합+영국","소계",가전·전자·통신기기,소계,면세점 이외,-,2051,349,3659,3040,1798,435,1475
"유럽","유럽연합+영국","소계",가전·전자·통신기기,가전·전자,계,-,-,216,-,-,-,-,1063
"유럽","유럽연합+영국","소계",가전·전자·통신기기,가전·전자,면세점,-,-,5,-,-,-,-,3
"유럽","유럽연합+영국","소계",가전·전자·통신기기,가전·전자,면세점 이외,-,-,211,-,-,-,-,1060
"유럽","유럽연합+영국","소계",가전·전자·통신기기,통신기기,계,-,-,138,-,-,-,-,421
"유럽","유럽연합+영국","소계",가전·전자·통신기기,통신기기,면세점,-,-,0,-,-,-,-,6
"유럽","유럽연합+영국","소계",가전·전자·통신기기,통신기기,면세점 이외,-,-,138,-,-,-,-,415
"유럽","유럽연합+영국","소계",소프트웨어,소계,계,48,28,0,94,99,79,0,7
"유럽","유럽연합+영국","소계",소프트웨어,소계,면세점,-,0,0,0,0,0,0,0
"유럽","유럽연합+영국","소계",소프트웨어,소계,면세점 이외,-,28,0,94,99,79,0,7
"유럽","유럽연합+영국","소계",서 적,소계,계,13,95,101,257,514,963,934,816
"유럽","유럽연합+영국","소계",서 적,소계,면세점,-,0,0,0,0,0,0,0
"유럽","유럽연합+영국","소계",서 적,소계,면세점 이외,-,95,101,257,514,963,934,816
"유럽","유럽연합+영국","소계",사무·문구,소계,계,7,10,803,36,25,79,70,267
"유럽","유럽연합+영국","소계",사무·문구,소계,면세점,-,0,0,1,0,0,0,0
"유럽","유럽연합+영국","소계",사무·문구,소계,면세점 이외,-,10,803,35,25,79,70,267
"유럽","유럽연합+영국","소계",음반·비디오·악기,소계,계,624,2697,1433,8507,12092,9636,5528,21490
"유럽","유럽연합+영국","소계",음반·비디오·악기,소계,면세점,-,0,0,0,0,0,0,0
"유럽","유럽연합+영국","소계",음반·비디오·악기,소계,면세점 이외,-,2697,1433,8507,12092,9636,5528,21490
"유럽","유럽연합+영국","소계",의류 및 패션 관련 상품,소계,계,1364,862,1172,3694,5128,4716,4442,2924
"유럽","유럽연합+영국","소계",의류 및 패션 관련 상품,소계,면세점,-,15,10,64,8,10,37,25
"유럽","유럽연합+영국","소계",의류 및 패션 관련 상품,소계,면세점 이외,-,847,1162,3630,5120,4706,4405,2899
"유럽","유럽연합+영국","소계",스포츠·레저용품,소계,계,234,212,10,1424,1297,1170,643,342
"유럽","유럽연합+영국","소계",스포츠·레저용품,소계,면세점,-,0,0,0,0,0,0,0
"유럽","유럽연합+영국","소계",스포츠·레저용품,소계,면세점 이외,-,212,10,1424,1297,1170,643,342
"유럽","유럽연합+영국","소계",화장품,소계,계,937,3912,1255,12841,8487,4082,1218,1695
"유럽","유럽연합+영국","소계",화장품,소계,면세점,-,179,44,1035,963,32,27,70
"유럽","유럽연합+영국","소계",화장품,소계,면세점 이외,-,3733,1211,11806,7524,4050,1191,1625
"유럽","유럽연합+영국","소계",아동·유아용품,소계,계,266,417,8,1253,1354,1798,141,81
"유럽","유럽연합+영국","소계",아동·유아용품,소계,면세점,-,0,0,0,0,0,0,0
"유럽","유럽연합+영국","소계",아동·유아용품,소계,면세점 이외,-,417,8,1253,1354,1798,141,81
"유럽","유럽연합+영국","소계",음·식료품,소계,계,87,19,25,86,428,56,57,109
"유럽","유럽연합+영국","소계",음·식료품,소계,면세점,-,5,8,34,5,2,6,17
"유럽","유럽연합+영국","소계",음·식료품,소계,면세점 이외,-,14,17,52,423,54,51,92
"유럽","유럽연합+영국","소계",농축수산물,소계,계,37,0,0,0,0,0,0,0
"유럽","유럽연합+영국","소계",농축수산물,소계,면세점,-,0,0,0,0,0,0,0
"유럽","유럽연합+영국","소계",농축수산물,소계,면세점 이외,-,0,0,0,0,0,0,0
"유럽","유럽연합+영국","소계",생활·자동차용품,소계,계,608,845,118,2515,2560,1939,88,146
"유럽","유럽연합+영국","소계",생활·자동차용품,소계,면세점,-,0,0,0,0,0,0,0
"유럽","유럽연합+영국","소계",생활·자동차용품,소계,면세점 이외,-,845,118,2515,2560,1939,88,146
"유럽","유럽연합+영국","소계",기 타,소계,계,525,914,313,3298,3907,4018,901,746
"유럽","유럽연합+영국","소계",기 타,소계,면세점,-,0,0,0,0,0,0,0
"유럽","유럽연합+영국","소계",기 타,소계,면세점 이외,-,914,313,3298,3907,4018,901,746
"유럽","유럽연합+영국","유럽연합",합계,소계,계,-,-,8712,-,-,-,-,30897
"유럽","유럽연합+영국","유럽연합",합계,소계,면세점,-,-,65,-,-,-,-,112
"유럽","유럽연합+영국","유럽연합",합계,소계,면세점 이외,-,-,8647,-,-,-,-,30785
"유럽","유럽연합+영국","유럽연합",컴퓨터 및 주변기기,소계,계,-,-,5053,-,-,-,-,5663
"유럽","유럽연합+영국","유럽연합",컴퓨터 및 주변기기,소계,면세점,-,-,0,-,-,-,-,0
"유럽","유럽연합+영국","유럽연합",컴퓨터 및 주변기기,소계,면세점 이외,-,-,5053,-,-,-,-,5663
"유럽","유럽연합+영국","유럽연합",가전·전자·통신기기,소계,계,-,-,231,-,-,-,-,1207
"유럽","유럽연합+영국","유럽연합",가전·전자·통신기기,소계,면세점,-,-,4,-,-,-,-,9
"유럽","유럽연합+영국","유럽연합",가전·전자·통신기기,소계,면세점 이외,-,-,227,-,-,-,-,1198
"유럽","유럽연합+영국","유럽연합",가전·전자·통신기기,가전·전자,계,-,-,93,-,-,-,-,797
"유럽","유럽연합+영국","유럽연합",가전·전자·통신기기,가전·전자,면세점,-,-,4,-,-,-,-,3
"유럽","유럽연합+영국","유럽연합",가전·전자·통신기기,가전·전자,면세점 이외,-,-,89,-,-,-,-,794
"유럽","유럽연합+영국","유럽연합",가전·전자·통신기기,통신기기,계,-,-,138,-,-,-,-,410
"유럽","유럽연합+영국","유럽연합",가전·전자·통신기기,통신기기,면세점,-,-,0,-,-,-,-,6
"유럽","유럽연합+영국","유럽연합",가전·전자·통신기기,통신기기,면세점 이외,-,-,138,-,-,-,-,404
"유럽","유럽연합+영국","유럽연합",소프트웨어,소계,계,-,-,0,-,-,-,-,5
"유럽","유럽연합+영국","유럽연합",소프트웨어,소계,면세점,-,-,0,-,-,-,-,0
"유럽","유럽연합+영국","유럽연합",소프트웨어,소계,면세점 이외,-,-,0,-,-,-,-,5
"유럽","유럽연합+영국","유럽연합",서 적,소계,계,-,-,77,-,-,-,-,694
"유럽","유럽연합+영국","유럽연합",서 적,소계,면세점,-,-,0,-,-,-,-,0
"유럽","유럽연합+영국","유럽연합",서 적,소계,면세점 이외,-,-,77,-,-,-,-,694
"유럽","유럽연합+영국","유럽연합",사무·문구,소계,계,-,-,730,-,-,-,-,206
"유럽","유럽연합+영국","유럽연합",사무·문구,소계,면세점,-,-,0,-,-,-,-,0
"유럽","유럽연합+영국","유럽연합",사무·문구,소계,면세점 이외,-,-,730,-,-,-,-,206
"유럽","유럽연합+영국","유럽연합",음반·비디오·악기,소계,계,-,-,979,-,-,-,-,18968
"유럽","유럽연합+영국","유럽연합",음반·비디오·악기,소계,면세점,-,-,0,-,-,-,-,0
"유럽","유럽연합+영국","유럽연합",음반·비디오·악기,소계,면세점 이외,-,-,979,-,-,-,-,18968
"유럽","유럽연합+영국","유럽연합",의류 및 패션 관련 상품,소계,계,-,-,701,-,-,-,-,1961
"유럽","유럽연합+영국","유럽연합",의류 및 패션 관련 상품,소계,면세점,-,-,10,-,-,-,-,22
"유럽","유럽연합+영국","유럽연합",의류 및 패션 관련 상품,소계,면세점 이외,-,-,691,-,-,-,-,1939
"유럽","유럽연합+영국","유럽연합",스포츠·레저용품,소계,계,-,-,7,-,-,-,-,328
"유럽","유럽연합+영국","유럽연합",스포츠·레저용품,소계,면세점,-,-,0,-,-,-,-,0
"유럽","유럽연합+영국","유럽연합",스포츠·레저용품,소계,면세점 이외,-,-,7,-,-,-,-,328
"유럽","유럽연합+영국","유럽연합",화장품,소계,계,-,-,665,-,-,-,-,1168
"유럽","유럽연합+영국","유럽연합",화장품,소계,면세점,-,-,44,-,-,-,-,67
"유럽","유럽연합+영국","유럽연합",화장품,소계,면세점 이외,-,-,621,-,-,-,-,1101
"유럽","유럽연합+영국","유럽연합",아동·유아용품,소계,계,-,-,5,-,-,-,-,59
"유럽","유럽연합+영국","유럽연합",아동·유아용품,소계,면세점,-,-,0,-,-,-,-,0
"유럽","유럽연합+영국","유럽연합",아동·유아용품,소계,면세점 이외,-,-,5,-,-,-,-,59
"유럽","유럽연합+영국","유럽연합",음·식료품,소계,계,-,-,11,-,-,-,-,41
"유럽","유럽연합+영국","유럽연합",음·식료품,소계,면세점,-,-,7,-,-,-,-,14
"유럽","유럽연합+영국","유럽연합",음·식료품,소계,면세점 이외,-,-,4,-,-,-,-,27
"유럽","유럽연합+영국","유럽연합",농축수산물,소계,계,-,-,0,-,-,-,-,0
"유럽","유럽연합+영국","유럽연합",농축수산물,소계,면세점,-,-,0,-,-,-,-,0
"유럽","유럽연합+영국","유럽연합",농축수산물,소계,면세점 이외,-,-,0,-,-,-,-,0
"유럽","유럽연합+영국","유럽연합",생활·자동차용품,소계,계,-,-,87,-,-,-,-,107
"유럽","유럽연합+영국","유럽연합",생활·자동차용품,소계,면세점,-,-,0,-,-,-,-,0
"유럽","유럽연합+영국","유럽연합",생활·자동차용품,소계,면세점 이외,-,-,87,-,-,-,-,107
"유럽","유럽연합+영국","유럽연합",기 타,소계,계,-,-,166,-,-,-,-,490
"유럽","유럽연합+영국","유럽연합",기 타,소계,면세점,-,-,0,-,-,-,-,0
"유럽","유럽연합+영국","유럽연합",기 타,소계,면세점 이외,-,-,166,-,-,-,-,490
"유럽","유럽연합+영국","영국",합계,소계,계,-,-,2709,-,-,-,-,5194
"유럽","유럽연합+영국","영국",합계,소계,면세점,-,-,2,-,-,-,-,9
"유럽","유럽연합+영국","영국",합계,소계,면세점 이외,-,-,2707,-,-,-,-,5185
"유럽","유럽연합+영국","영국",컴퓨터 및 주변기기,소계,계,-,-,776,-,-,-,-,321
"유럽","유럽연합+영국","영국",컴퓨터 및 주변기기,소계,면세점,-,-,0,-,-,-,-,0
"유럽","유럽연합+영국","영국",컴퓨터 및 주변기기,소계,면세점 이외,-,-,776,-,-,-,-,321
"유럽","유럽연합+영국","영국",가전·전자·통신기기,소계,계,-,-,123,-,-,-,-,277
"유럽","유럽연합+영국","영국",가전·전자·통신기기,소계,면세점,-,-,1,-,-,-,-,0
"유럽","유럽연합+영국","영국",가전·전자·통신기기,소계,면세점 이외,-,-,122,-,-,-,-,277
"유럽","유럽연합+영국","영국",가전·전자·통신기기,가전·전자,계,-,-,123,-,-,-,-,266
"유럽","유럽연합+영국","영국",가전·전자·통신기기,가전·전자,면세점,-,-,1,-,-,-,-,0
"유럽","유럽연합+영국","영국",가전·전자·통신기기,가전·전자,면세점 이외,-,-,122,-,-,-,-,266
"유럽","유럽연합+영국","영국",가전·전자·통신기기,통신기기,계,-,-,0,-,-,-,-,11
"유럽","유럽연합+영국","영국",가전·전자·통신기기,통신기기,면세점,-,-,0,-,-,-,-,0
"유럽","유럽연합+영국","영국",가전·전자·통신기기,통신기기,면세점 이외,-,-,0,-,-,-,-,11
"유럽","유럽연합+영국","영국",소프트웨어,소계,계,-,-,0,-,-,-,-,2
"유럽","유럽연합+영국","영국",소프트웨어,소계,면세점,-,-,0,-,-,-,-,0
